MovielensID,Title,Year,Genre,Director,Cast,Runtime,Languages,Certificate,Plot,Url
3424,Do the Right Thing,1989,Comedy|Drama,Spike Lee,"Danny Aiello,Spike Lee,Ossie Davis,Richard Edson,John Turturro",120 minutes,"English,Italiano,한국어/조선말,Español",R,"Salvatore ""Sal"" Fragione is the Italian owner of a pizzeria in Brooklyn. A neighborhood local, Buggin' Out, becomes upset when he sees that the pizzeria's Wall of Fame exhibits only Italian actors. Buggin' Out believes a pizzeria in a black neighborhood should showcase black actors, but Sal disagrees. The wall becomes a symbol of racism and hate to Buggin' Out and to other people in the neighborhood, and tensions rise.",https://movielens.org/movies/3424
3293,Conceiving Ada,1999,Drama|Sci-Fi,Lynn Hershman-Leeson,"Tilda Swinton,Francesca Faridany,Timothy Leary,Karen Black,John Perry Barlow",85 minutes,English,NR,"Emmy Coer, a computer genius, devises a method of communicating with the past by tapping into undying information waves. She manages to reach the world of Ada Lovelace, founder of the idea of a computer language and proponent of the possibilities of the ""difference engine."" Ada's ideas were stifled and unfulfilled because of the reality of life as a woman in the nineteenth century. Emmy has a plan to defeat death and the past using her own DNA as a communicative agent to the past, bringing Ada to the present. But what are the possible ramifications?",https://movielens.org/movies/3293
3802,Freejack,1992,Action|Sci-Fi,Geoff Murphy,"Emilio Estevez,Mick Jagger,Rene Russo,Anthony Hopkins,Jonathan Banks",110 minutes,English,R,"Time-traveling bounty hunters find a doomed race-car driver in the past and bring him to 2009 New York, where his mind will be replaced with that of a terminally ill billionaire.",https://movielens.org/movies/3802
3749,Time Regained (Le Temps retrouvé),1999,Drama,Raúl Ruiz,"Catherine Deneuve,Emmanuelle Béart,Vincent Pérez,John Malkovich,Pascal Greggory",163 minutes,Français,,"In early 1920s France, an author, lying on his deathbed, looks at various photographs and is flooded with memories of the people and events that have shaped his life.",https://movielens.org/movies/3749
3006,"Insider, The",1999,Drama,Michael Mann,"Al Pacino,Russell Crowe,Christopher Plummer,Diane Venora,Philip Baker Hall",158 minutes,"العربية,English,日本語,فارسی",R,A research chemist comes under personal and professional attack when he decides to appear in a 60 Minutes exposé on Big Tobacco.,https://movielens.org/movies/3006
1495,Turbo: A Power Rangers Movie,1997,Action|Adventure|Children's,"Shuki Levy,David Winning","Blake Foster,Steve Cardenas,Austin St. John,Amy Jo Johnson,Catherine Sutherland",99 minutes,English,PG,"The legendary Power Rangers must stop the evil space pirate Divatox from releasing the powerful Maligore from his volcanic imprisonment on the island of Muranthias, where only the kindly wizard Lerigot has the key to release him. The hope of victory lies in the Ranger's incredible new Turbo powers and powerful Turbo Zords.",https://movielens.org/movies/1495
637,Sgt. Bilko,1996,Comedy,Jonathan Lynn,"Steve Martin,Dan Aykroyd,Phil Hartman,Glenne Headly,Daryl Mitchell",90 minutes,English,PG,The US army is known for churning out lean mean fighting machines intent on protecting our great nation. Sergeant Ernie Bilko is the leader of a ragtag group of the sorriest soldiers ever to enlist in the armed forces.,https://movielens.org/movies/637
3911,Best in Show,2000,Comedy,Christopher Guest,"Bob Balaban,Jennifer Coolidge,Christopher Guest,John Michael Higgins,Michael Hitchcock",90 minutes,English,PG-13,"The tension is palpable, the excitement is mounting and the heady scent of competition is in the air as hundreds of eager contestants from across America prepare to take part in what is undoubtedly one of the greatest events of their lives -- the Mayflower Dog Show. The canine contestants and their owners are as wondrously diverse as the great country that has bred them.",https://movielens.org/movies/3911
818,"Very Brady Sequel, A",1996,Comedy,Arlene Sanford,"Shelley Long,Gary Cole,Christopher Daniel Barnes,Christine Taylor,Paul Sutera",90 minutes,English,PG-13,"A man claiming to be Carol Brady's long-lost first husband, Roy Martin, shows up at the suburban Brady residence one evening. An impostor, the man is actually determined to steal the Bradys' familiar horse statue, a $20-million ancient Asian artifact.",https://movielens.org/movies/818
2804,"Christmas Story, A",1983,Comedy|Drama,Bob Clark,"Peter Billingsley,Melinda Dillon,Darren McGavin,Jean Shepherd,Ian Petrella",93 minutes,English,PG,"The comic mishaps and adventures of a young boy named Ralph, trying to convince his parents, teachers, and Santa that a Red Ryder B.B. gun really is the perfect Christmas gift for the 1940s.",https://movielens.org/movies/2804
2455,"Fly, The",1986,Horror|Sci-Fi,David Cronenberg,"Jeff Goldblum,Geena Davis,John Getz,Joy Boushel,Leslie Carlson",96 minutes,English,R,"When Seth Brundle makes a huge scientific and technological breakthrough in teleportation, he decides to test it on himself. Unbeknownst to him, a common housefly manages to get inside the device and the two become one.",https://movielens.org/movies/2455
3181,Titus,1999,Drama,Julie Taymor,"Anthony Hopkins,Jessica Lange,Jonathan Rhys Meyers,Matthew Rhys,Osheen Jones",162 minutes,"English,Latin",R,"Titus Andronicus returns from the wars and sees his sons and daughters taken from him, one by one. Shakespeare's goriest and earliest tragedy.",https://movielens.org/movies/3181
2890,Three Kings,1999,Drama|War,David O. Russell,"George Clooney,Mark Wahlberg,Ice Cube,Spike Jonze,Cliff Curtis",114 minutes,"English,العربية",R,"A group of American soldiers stationed in Iraq at the end of the Gulf War find a map they believe will take them to a huge cache of stolen Kuwaiti gold hidden near their base, and they embark on a secret mission that's destined to change everything.",https://movielens.org/movies/2890
508,Philadelphia,1993,Drama,Jonathan Demme,"Tom Hanks,Denzel Washington,Jason Robards,Mary Steenburgen,Antonio Banderas",126 minutes,English,PG-13,Two competing lawyers join forces to sue a prestigious law firm for AIDS discrimination. As their unlikely friendship develops their courage overcomes the prejudice and corruption of their powerful adversaries.,https://movielens.org/movies/508
2238,Seven Beauties (Pasqualino Settebellezze),1975,Comedy|Drama,Lina Wertmüller,"Giancarlo Giannini,Fernando Rey,Shirley Stoler,Elena Fiore,Roberto Herlitzka",116 minutes,"Deutsch,Español,English,Italiano",R,"Pasqualino Frafuso, known in Naples as ""Pasqualino Seven Beauties"" is a petty thief who lives off of the profits of his seven sisters while claiming to protect their honor at any cost, Pasqualino is arrested for murder and later sent to fight in the army after committing sexual assault. The Germans capture him and he gets sent to a concentration camp where he plots to make his escape by seducing a German officer.",https://movielens.org/movies/2238
287,Nina Takes a Lover,1994,Comedy|Romance,Alan Jacobs,"Laura San Giacomo,Michael O'Keefe,Paul Rhys,Cristi Conaway,Fisher Stevens",100 minutes,English,,"Laura San Giacomo stars in this sexy comedy about adultery. When Nina's (San Giacomo) husband goes out of town for several weeks on a business trip, Nina hooks up with a photographer. Told from a reporter's point of view, his interviews with Nina and the photographer provide comic insights. Stars Laura San Giacomo, Paul Rhys, Michael O'Keefe, Fisher Stevens and more.",https://movielens.org/movies/287
11,"American President, The",1995,Comedy|Drama|Romance,Rob Reiner,"Michael Douglas,Annette Bening,Martin Sheen,Michael J. Fox,Anna Deavere Smith",114 minutes,"Français,English",PG-13,"Widowed U.S. president Andrew Shepherd, one of the world's most powerful men, can have anything he wants -- and what he covets most is Sydney Ellen Wade, a Washington lobbyist. But Shepherd's attempts at courting her spark wild rumors and decimate his approval ratings.",https://movielens.org/movies/11
3658,Quatermass and the Pit,1967,Sci-Fi,Roy Ward Baker,"Andrew Keir,James Donald,Barbara Shelley,Julian Glover,Bryan Marshall",97 minutes,English,,A mysterious artifact unearthed below a London subway station proves to have powerful psychic effects on the people around.,https://movielens.org/movies/3658
1378,Young Guns,1988,Action|Comedy|Western,Christopher Cain,"Emilio Estevez,Kiefer Sutherland,Lou Diamond Phillips,Charlie Sheen,Dermot Mulroney",107 minutes,English,R,"A group of young gunmen, led by Billy the Kid, become deputies to avenge the murder of the rancher who became their benefactor. But when Billy takes their authority too far, they become the hunted.",https://movielens.org/movies/1378
3373,Buck and the Preacher,1972,Western,Sidney Poitier,"Sidney Poitier,Harry Belafonte,Ruby Dee,Cameron Mitchell,Denny Miller",102 minutes,English,PG,A wagon master and a con-man preacher help freed slaves dogged by cheap-labor agents out West.,https://movielens.org/movies/3373
1551,Buddy,1997,Adventure|Children's|Drama,Caroline Thompson,"Rene Russo,Robbie Coltrane,Alan Cumming,Irma P. Hall,Paul Reubens",84 minutes,English,PG,An eccentric socialite raises a gorilla as her son.,https://movielens.org/movies/1551
2286,"Fiendish Plot of Dr. Fu Manchu, The",1980,Comedy,Piers Haggard,"Peter Sellers,Helen Mirren,David Tomlinson,Sid Caesar,Simon Williams",108 minutes,English,PG,"Fu Manchu's 168th birthday celebration is dampened when a hapless flunky spills Fu's age-regressing elixir vitae. Fu sends his lackeys to round up ingredients for a new batch of elixir, starting with the Star of Leningrad diamond, nabbed from a Soviet exhibition in Washington. The FBI sends agents Capone and Williams to England to confer with Nayland Smith, an expert on Fu.",https://movielens.org/movies/2286
448,Fearless,1993,Drama,Peter Weir,"Jeff Bridges,Isabella Rossellini,Rosie Perez,Tom Hulce,John Turturro",122 minutes,English,R,"After a terrible air disaster, survivor Max Klein emerges a changed person. Unable to connect to his former life or to wife Laura, he feels godlike and invulnerable. When psychologist Bill Perlman is unable to help Max, he has Max meet another survivor, Carla Rodrigo, who is wracked with grief and guilt since her baby died in the crash which she and Max survived.",https://movielens.org/movies/448
3906,Under Suspicion,2000,Crime,Stephen Hopkins,"Gene Hackman,Morgan Freeman,Thomas Jane,Monica Bellucci,Nydia Caro",110 minutes,"Español,English,Italiano",R,"A lawyer is asked to come to the police station to clear up a few loose ends in his witness report of a foul murder. ""This will only take ten minutes"", they say, but it turns out to be one loose end after another, and the ten minutes he is away from his speech become longer and longer.",https://movielens.org/movies/3906
475,In the Name of the Father,1993,Drama,Jim Sheridan,"Daniel Day-Lewis,Pete Postlethwaite,Emma Thompson,John Lynch,Corin Redgrave",133 minutes,English,R,"A small time thief from Belfast, Gerry Conlon, is falsely implicated in the IRA bombing of a pub that kills several people while he is in London. He and his four friends are coerced by British police into confessing their guilt. Gerry's father and other relatives in London are also implicated in the crime. He spends fifteen years in prison with his father trying to prove his innocence.",https://movielens.org/movies/475
3679,"Decline of Western Civilization, The",1981,Documentary,Penelope Spheeris,"Eugene Tatu,Alice Bag,Claude Bessy,Dinah Cancer,Exene Cervenka",100 minutes,English,,"The Los Angeles punk music scene circa 1980 is the focus of this film. With Alice Bag Band, Black Flag, Catholic Discipline, Circle Jerks, Fear, Germs, and X.",https://movielens.org/movies/3679
3639,"Man with the Golden Gun, The",1974,Action,Guy Hamilton,"Roger Moore,Christopher Lee,Britt Ekland,Maud Adams,Hervé Villechaize",125 minutes,"ภาษาไทย,广州话 / 廣州話,English",PG,"Cool government operative James Bond searches for a stolen invention that can turn the sun's heat into a destructive weapon. He soon crosses paths with the menacing Francisco Scaramanga, a hitman so skilled he has a seven-figure working fee. Bond then joins forces with the swimsuit-clad Mary Goodnight, and together they track Scaramanga to a Thai tropical isle hideout where the killer-for-hire lures the slick spy into a deadly maze for a final duel.",https://movielens.org/movies/3639
811,"Bewegte Mann, Der",1994,Comedy,Sönke Wortmann,"Til Schweiger,Katja Riemann,Joachim Król,Rufus Beck,Armin Rohde",90 minutes,Deutsch,,"Der Bewegte Mann is a German comedy about a heterosexual man, Axel, who is thrown out of his girlfriends home for cheating and ends up moving in with a gay man. Axel learns the advantages of living with gay men even though they are attracted to him and when his girlfriend wants him back he must make a tough decision.",https://movielens.org/movies/860
739,Honigmond,1996,Comedy,Gabriel Barylli,"Veronica Ferres,Anica Dobra,Julia Stemberger,Kai Wiesinger,Gabriel Barylli",92 minutes,Deutsch,,German Comedy,https://movielens.org/movies/739
2904,Rain,1932,Drama,Lewis Milestone,"Joan Crawford,Walter Huston,Matt Moore,Guy Kibbee,William Gargan",94 minutes,",English",NR,"Due to a possible cholera epidemic onboard, passengers on a ship are forced to disembark at Pago Pago, a small village on a Pacific island where it incessantly rains. Among the stranded passengers are Sadie Thompson, a prostitute, and Alfred Davidson, a fanatic missionary who will try to redeem her.",https://movielens.org/movies/2904
2969,"Man and a Woman, A (Un Homme et une Femme)",1966,Drama|Romance,Claude Lelouch,"Anouk Aimée,Jean-Louis Trintignant,Pierre Barouh,Valérie Lagrange,Antoine Sire",102 minutes,Français,,"A man and a woman meet by accident on a Sunday evening at their childrens' boarding school. Slowly, they reveal themselves to each other, finding that each is a widow.",https://movielens.org/movies/2969
2126,Snake Eyes,1998,Action|Crime|Mystery|Thriller,Brian De Palma,"Nicolas Cage,Gary Sinise,Carla Gugino,John Heard,Stan Shaw",98 minutes,English,R,"All bets are off when shady homicide cop Rick Santoro witnesses a murder during a boxing match. It's up to him and lifelong friend, Naval intelligence agent Kevin Dunne to uncover the conspiracy behind the killing. At every turn, Santoro makes increasingly shocking discoveries that even he can't turn a blind eye to.",https://movielens.org/movies/2126
3898,Bait,2000,Action|Comedy,Antoine Fuqua,"Jamie Foxx,David Morse,Robert Pastorelli,Doug Hutchison,Kimberly Elise",119 minutes,English,R,"Landing in jail for a petty theft crime, Alvin finds himself sharing a cell with John Jaster, the incarcerated half of the pair of high-tech thieves responsible for the missing gold. His partner, Bristol, is still at large. Alvin wants only to get out of prison and start fresh with his girlfriend, Lisa, and when the Feds, led by U.S. Treasury investigator Clenteen, set him loose on a sketchy deal, he thinks his luck has changed. Alvin has his freedom and the Feds have found their bait.",https://movielens.org/movies/3898
1350,"Omen, The",1976,Horror,Richard Donner,"Gregory Peck,Lee Remick,David Warner,Billie Whitelaw,Harvey Stephens",111 minutes,"English,Italiano,Latin",R,"Immediately after their miscarriage, the US diplomat Robert Thorn adopts the newborn Damien without the knowledge of his wife. Yet what he doesn't know is that their new son is the son of the devil.",https://movielens.org/movies/1350
1155,"Invitation, The (Zaproszenie)",1986,Drama,Wanda Jakubowska,"Antonina Gordon-Górecka,Maria Probosz,Kazimierz Witkiewicz,Leszek Żentara,Wiesława Mazurkiewicz",92 minutes,Polski,,,https://movielens.org/movies/1155
852,Tin Cup,1996,Comedy|Romance,Ron Shelton,"Kevin Costner,Rene Russo,Don Johnson,Cheech Marin,Linda Hart",135 minutes,English,R,A washed up golf pro working at a driving range tries to qualify for the US Open in order to win the heart of his succesful rival's girlfriend.,https://movielens.org/movies/852
565,Cronos,1993,Horror,Guillermo del Toro,"Federico Luppi,Ron Perlman,Claudio Brook,Margarita Isabel,Tamara Shanath",94 minutes,"English,Español",R,"Faced with his own mortality, an ingenious alchemist tried to perfect an invention that would provide him with the key to eternal life. It was called the Cronos device. When he died more than 400 years later, he took the secrets of this remarkable device to the grave with him. Now, an elderly antiques dealer has found the hellish machine hidden in a statue and learns about its incredible powers. The more he uses the device, the younger he becomes...but nothing comes without a price. Life after death is just the beginning as this nerve-shattering thriller unfolds and the fountain of youth turns bloody.",https://movielens.org/movies/565
2620,This Is My Father,1999,Drama|Romance,Paul Quinn,"Aidan Quinn,James Caan,Stephen Rea,John Cusack,Jacob Tierney",119 minutes,English,,"When schoolteacher Kieran Johnson discovers that his father was not a French sailor (as he had been led to believe) but rather an Irish farmer, he looks to his mother for answers. When she refuses to provide any, Kieran travels to Ireland.",https://movielens.org/movies/2620
1346,Cat People,1982,Horror,Paul Schrader,"Nastassja Kinski,Malcolm McDowell,John Heard,Ruby Dee,Ed Begley Jr.",118 minutes,English,R,"After years of separation, Irena Gallier and her minister brother, Paul, reunite in New Orleans. When zoologists capture a wild panther, Irena is drawn to the cat - and zoo curator Oliver to her. Soon, Paul will have to reveal the family secret: that when sexually aroused, they revert into predatory jungle cats.",https://movielens.org/movies/1346
3381,Slaves to the Underground,1997,Comedy|Drama,Kristine Peterson,"Molly Gross,Jason Bortz,Marisa Ryan,Natacha La Ferriere,Bob Neuwirth",93 minutes,English,,"The grunge girl band ""No Exits"" is just about to get a record deal. At this time Jimmy is appearing again, the former boy-friend of the band guitarist Shelly. She had left him because his friend had raped her. But he doesn't know that - up to now. Shelly has fallen in love with the band singer Suzy in the meantime. But she still loves Jimmy, too. So she moves to him again, what Suzy doesn't like that all. Especially because she is becoming a feminist.",https://movielens.org/movies/3381
3361,Bull Durham,1988,Comedy,Ron Shelton,"Kevin Costner,Susan Sarandon,Tim Robbins,Trey Wilson,Robert Wuhl",108 minutes,English,R,"Veteran catcher Crash Davis is brought to the minor league Durham Bulls to help their up and coming pitching prospect, ""Nuke"" Laloosh. Their relationship gets off to a rocky start and is further complicated when baseball groupie Annie Savoy sets her sights on the two men.",https://movielens.org/movies/3361
3544,Shakes the Clown,1991,Comedy,Bobcat Goldthwait,"Bobcat Goldthwait,Julie Brown,Bruce Baum,Steve Bean,Kathy Griffin",87 minutes,English,R,"Shakes plods about his duties as party clown, and uses all of his free time getting seriously drunk. Binky, another clown, wins the spot on a local kiddie show, which depresses Shakes even more, and his boss threatens him with unemployment if he can't get his act under control.",https://movielens.org/movies/3544
3649,American Gigolo,1980,Drama,Paul Schrader,"Richard Gere,Lauren Hutton,Hector Elizondo,Nina van Pallandt,Bill Duke",117 minutes,"Deutsch,svenska,English,Français",R,"Julian makes a lucrative living as an escort to older women in the Los Angeles area. He begins a relationship with Michelle, a local politician's wife, without expecting any pay. One of his clients is murdered and Detective Sunday begins pumping him for details on his different clients, something he is reluctant to do considering the nature of his work. Julian begins to suspect he's being framed. Meanwhile Michelle begins to fall in love with him.",https://movielens.org/movies/3649
282,Nell,1994,Drama,Michael Apted,"Jodie Foster,Liam Neeson,Natasha Richardson,Richard Libertini,Robin Mullins",112 minutes,English,PG-13,"In a remote woodland cabin, a small town doctor discovers Nell — a beautiful young hermit woman with many secrets.",https://movielens.org/movies/282
3904,"Uninvited Guest, An",1999,Drama,Timothy Wayne Folsome,"Mekhi Phifer,Mari Morrow,Malinda Williams,Mel Jackson,Wanya Morris",116 minutes,English,,"During a small gathering, a smooth, seductive stranger is invited into a couple's house party and falls in love with the wife. Turns out the stranger is an escaped convict who demands that the wife leave the country with him and threatens to kill anyone who stands in his way.",https://movielens.org/movies/3904
1228,Raging Bull,1980,Drama,Martin Scorsese,"Robert De Niro,Cathy Moriarty,Joe Pesci,Frank Vincent,Nicholas Colasanto",129 minutes,English,R,"The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it.",https://movielens.org/movies/1228
2256,Parasite,1982,Horror|Sci-Fi,Charles Band,"Robert Glaudini,Demi Moore,Luca Bercovici,James Davidson,Al Fann",85 minutes,"English,Italiano,Español",,"Paul Dean has created a deadly parasite that is now attached to his stomach. He and his female companion, Patricia Welles, must find a way to destroy it while also trying to avoid Ricus, his rednecks, and an evil government agent named Merchant.",https://movielens.org/movies/2256
1232,Stalker,1979,Mystery|Sci-Fi,Andrei Tarkovsky,"Aleksandr Kaydanovskiy,Anatoliy Solonitsyn,Nikolay Grinko,Alisa Freyndlikh,Natasha Abramova",162 minutes,Pусский,,"Near a gray and unnamed city is the Zone, a place guarded by barbed wire and soldiers, and where the normal laws of physics are victim to frequent anomalies. A stalker guides two men into the Zone, specifically to an area in which deep-seated desires are granted.",https://movielens.org/movies/1232
1373,Star Trek V: The Final Frontier,1989,Action|Adventure|Sci-Fi,William Shatner,"William Shatner,Leonard Nimoy,DeForest Kelley,James Doohan,George Takei",106 minutes,English,PG,"The crew of the Federation starship Enterprise is called to Nimbus III, the Planet of Intergalactic Peace. They are to negotiate in a case of kidnapping only to find out that the kidnapper is a relative of Spock. This man is possessed by his life long search for the planet Sha Ka Ree which is supposed to be the source of all life. Together they begin to search for this mysterious planet.",https://movielens.org/movies/1373
3499,Misery,1990,Horror,Rob Reiner,"James Caan,Kathy Bates,Richard Farnsworth,Frances Sternhagen,Lauren Bacall",107 minutes,English,R,"After stalking and saving the life of her favorite fiction author in a car accident, his  manic obsessor holds him captive in her remote Colorado home then forces him to write back to life the popular literary character he killed off.",https://movielens.org/movies/3499
1648,"House of Yes, The",1997,Comedy|Drama|Thriller,Mark Waters,"Parker Posey,Josh Hamilton,Tori Spelling,Freddie Prinze Jr.,Geneviève Bujold",85 minutes,English,R,"Jackie-O is anxiously awaiting the visit of her brother home for Thanksgiving, but isn't expecting him to bring a friend — and she's even more shocked to learn that this friend is his fiance. It soon becomes clear that her obsession with Jackie Kennedy is nothing compared to her obsession with her brother, and she isn't the only member of the family with problems.",https://movielens.org/movies/1648
1092,Basic Instinct,1992,Mystery|Thriller,Paul Verhoeven,"Michael Douglas,Sharon Stone,George Dzundza,Jeanne Tripplehorn,Leilani Sarelle",127 minutes,English,R,A violent police detective investigates a brutal murder that might involve a manipulative and seductive novelist.,https://movielens.org/movies/1092
2612,Mildred Pierce,1945,Drama,Michael Curtiz,"Joan Crawford,Jack Carson,Zachary Scott,Eve Arden,Ann Blyth",111 minutes,English,NR,A hard-working mother inches towards disaster as she divorces her husband and starts a successful restaurant business to support her spoiled daughter.,https://movielens.org/movies/2612
2668,Swamp Thing,1982,Horror|Sci-Fi,Wes Craven,"Louis Jourdan,Adrienne Barbeau,Ray Wise,David Hess,Nicholas Worth",91 minutes,English,PG,"Dr. Alec Holland, hidden away in the depths of a murky swamp, is trying to create a new species - a combination of animal and plant capable of adapting and thriving in the harshest conditions. Unfortunately he becomes subject of his own creation and is transformed. Arcane, desperate for the formula, attempts to capture the Swamp Thing. An explosive chase ensues that ultimately ends with a confrontation between Holland and a changed Arcane...",https://movielens.org/movies/2668
2287,Them!,1954,Sci-Fi|Thriller|War,Gordon Douglas,"James Whitmore,James Arness,Joan Weldon,Edmund Gwenn,Onslow Stevens",94 minutes,English,,"As a result of nuclear testing, gigantic, ferocious mutant ants  appear in the American desert southwest, and a father-daughter team of entomologists join forces with the state police officer who first discovers their existence, an FBI agent and, eventually, the US Army to  eradicate the menace, before it spreads across the continent, and the world.",https://movielens.org/movies/2287
3116,Miss Julie,1999,Drama,Mike Figgis,"Saffron Burrows,Peter Mullan,Maria Doyle Kennedy,Joanna Page,Eileen Walsh",103 minutes,English,,A footman seduces a count's daughter. Adaptation of August Strindberg's famous play.,https://movielens.org/movies/3116
3731,Cutter's Way,1981,Drama|Thriller,Ivan Passer,"Jeff Bridges,John Heard,Lisa Eichhorn,Ann Dusenberry,Stephen Elliott",105 minutes,English,R,"Richard spots a man dumping a body, and decides to expose the man he thinks is the culprit with his friend Alex Cutter.",https://movielens.org/movies/3731
3438,Teenage Mutant Ninja Turtles,1990,Action|Children's|Fantasy,Steve Barron,"Judith Hoag,Elias Koteas,Josh Pais,Brian Tochi,Corey Feldman",93 minutes,"Français,English",PG,"A quartet of humanoid turtles, trained by their mentor in ninjitsu, must learn to work together to face the menace of Shredder and the Foot Clan.",https://movielens.org/movies/3438
2659,It Came from Hollywood,1982,Comedy|Documentary,"Andrew Solt,Malcolm Leo","Dan Aykroyd,John Candy,Cheech Marin,Tommy Chong,Gilda Radner",80 minutes,English,PG,"Dan Aykroyd, John Candy, Gilda Radner and Cheech and Chong present this compilation of classic bad films from the 50's, 60's and 70's. Special features on gorilla pictures, anti-marijuana films and a special tribute to the worst film maker of all-time, Ed Wood.",https://movielens.org/movies/2659
1624,"Thousand Acres, A",1997,Drama,Jocelyn Moorhouse,"Michelle Pfeiffer,Jessica Lange,Jason Robards,Jennifer Jason Leigh,Colin Firth",105 minutes,English,R,The lives of an Iowa farmer's three daughters are shattered when he suddenly decides to bequeath them the family's fertile farm.,https://movielens.org/movies/1624
365,Little Buddha,1993,Drama,Bernardo Bertolucci,"Keanu Reeves,Bridget Fonda,Chris Isaak,Ruocheng Ying,Alex Wiesendanger",140 minutes,English,PG,"After the death of Lama Dorje, Tibetan Buddhist monks find three children — one American and two Nepalese — who may be the rebirth of their great teacher.",https://movielens.org/movies/365
722,"Haunted World of Edward D. Wood Jr., The",1996,Documentary,Brett Thompson,"Maila Nurmi,Dolores Fuller,Paul Marco,Bela Lugosi,Bela Lugosi Jr.",112 minutes,English,,"Often called the worst director in the history of cinema, Ed Wood is nevertheless a beloved figure among cult-film aficionados for his oddball productions. This documentary takes a look back at Wood's unique career at the margins of 1950s Hollywood, speaking to those who loved him and hated him. Bela Lugosi Jr. discusses his father's work in the abysmal ""Plan 9 From Outer Space,"" while a Baptist reverend recalls how he was tricked into financing the film.",https://movielens.org/movies/722
3531,All the Vermeers in New York,1992,Comedy|Drama|Romance,Jon Jost,"Emmanuelle Chaulet,Stephen Lack,Katie Garner,Grace Phillips,Laurel Lee Kiefer",87 minutes,"Français,English",,"A parable of the missteps of life enacted in the hothouse world of late 1980's New York, in which the art market and the stock market each boomed, and in process spawned a smorgasbord of “yuppie” delusions which still persist. Anna, a French actress studying in New York, crosses paths with a successful stock-broker, Mark, standing before a Vermeer portrait at the Metropolitan, thence ensues a peculiar romance of missed meanings and connections, with tangential asides to the steaming arts world and stock market, loft-mate conflicts, and, perhaps, love. Wrapped up in their blindered worlds, Anna and Mark deflect away from their chances, leaving at the conclusion the wistful face of Vermeer's portrait enigmatically asking questions. All the Vermeers in New York is a comedy of manners which, as gently as a Vermeer, looks beneath the skin of this time and place, and of these characters.",https://movielens.org/movies/3531
2723,Mystery Men,1999,Action|Adventure|Comedy,Kinka Usher,"Ben Stiller,Hank Azaria,William H. Macy,Greg Kinnear,Kel Mitchell",121 minutes,English,PG-13,"When Champion City's hero Captain Amazing is kidnapped by the recently paroled supervillain Casanova Frankenstein, a trio of average, everyday superheroes -- Mr. Furious, the Shoveler and the Blue Raja -- assemble a new super team to save him.",https://movielens.org/movies/2723
1340,Bride of Frankenstein,1935,Horror,James Whale,"Boris Karloff,Colin Clive,Valerie Hobson,Ernest Thesiger,Elsa Lanchester",75 minutes,English,NR,"After recovering from injuries sustained in the mob attack upon himself and his creation, Dr. Frankenstein falls under the control of his former mentor, Dr. Pretorius, who insists the now-chastened doctor resume his experiments in creating new life. Meanwhile, the Monster remains on the run from those who wish to destroy him without understanding that his intentions are generally good despite his lack of socialization and self-control.",https://movielens.org/movies/1340
988,Grace of My Heart,1996,Comedy|Drama,Allison Anders,"Illeana Douglas,Matt Dillon,Eric Stoltz,Bruce Davison,Patsy Kensit",116 minutes,English,R,"Philadelphia teenager Edna Buxton wins a talent contest during the early rock 'n' roll era, changes her name to Denise Waverly and moves to New York City to make it big. Though she flops as a recording artist, fast-talking record producer Joel Millner recognizes her songwriting talent and teams her with struggling songsmith Howard Caszatt.",https://movielens.org/movies/988
140,Up Close and Personal,1996,Drama|Romance,Jon Avnet,"Robert Redford,Michelle Pfeiffer,Stockard Channing,Joe Mantegna,Kate Nelligan",119 minutes,English,PG-13,"Tally Atwater has a dream: to be a prime-time network newscaster. She pursues this dream with nothing but ambition, raw talent and a homemade demo tape. Warren Justice is a brilliant, hard edged, veteran newsman. He sees Tally has talent and becomes her mentor. Tally's career takes a meteoric rise and she and Warren fall in love. The romance that results is as intense and revealing as television news itself. Yet, each breaking story, every videotaped crisis that brings them together, also threatens to drive them apart...",https://movielens.org/movies/140
706,Sunset Park,1996,Drama,Steve Gomer,"Rhea Perlman,Fredro Starr,Carol Kane,Terrence Howard,Camille Saviola",99 minutes,"Español,English",,"A school teacher takes over a talented, but undisciplined high school basketball team and turns them into a winning team.",https://movielens.org/movies/706
2633,"Mummy, The",1932,Horror|Romance,Karl Freund,"Boris Karloff,Zita Johann,David Manners,Arthur Byron,Edward Van Sloan",73 minutes,"English,العربية,Français",NR,An ancient Egyptian priest named Imhotep is revived when an archaeological expedition finds his mummy and one of the archaeologists accidentally reads an ancient life-giving spell. Imhotep escapes from the field site and searches for the reincarnation of the soul of his lover.,https://movielens.org/movies/2633
3106,Come See the Paradise,1990,Drama|Romance,Alan Parker,"Dennis Quaid,Tamlyn Tomita,Sab Shimono,Brady Tsurutani,Shizuko Hoshi",133 minutes,"日本語,English",R,"Come See The Paradise is a deeply touching love story set against the backdrop of a dramatic and controversial period in American history, It follows the romance and eventual marriage of Jack McGurn (Dennis Quad), a hot blooded Irish American, and a beautiful Japanese American Lily Dawanura (Tamlyn Tomita), at the outset of World War II. The clash of cultures, at once painful for the two lovers, becomes insurmountable after the Japanese bomb Pearl Harbor. Lily and the Kawamuras are relocated To a bleak, outdoor internment camp in California, Jack is drafted into the Army, powerless to help the woman he loves abandoning all hope of ever winning her family's approval.",https://movielens.org/movies/3106
